Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2009,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),25.9,25.9,,,23.7,28.2,Gender,Male,C2,T15,NS010,AgeStdz,BOC02,GEN01,9002,
2013,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS013,AgeStdz,BOC04,RAC07,9003,
2001,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),29.9,29.9,,,27.3,32.5,Age,25-44,C2,T14,NS011,Crude,BOC03,AGE04,9002,
2010,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,25-44,C2,T9,NS012,Crude,BOC03,AGE04,9002,
2006,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),10.3,10.3,,,8.4,12.5,Age,65+,C1,T6,NS004,Crude,BOC03,AGE06,9002,
2012,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),21.4,21.4,,,14.8,29.9,Race,Other,C2,T14,NS011,AgeStdz,BOC04,RAC07,9003,
2010,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic White,C2,T9,NS012,AgeStdz,BOC04,RAC01,9003,
2003,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T4,NS002,Crude,BOC04,RAC07,9002,
2000,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,AgeStdz,BOC04,RAC03,9003,
2017,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),20.8,20.8,,,14.0,29.9,Race,Non-Hispanic Asian,C2,T14,NS011,AgeStdz,BOC04,RAC03,9002,
2008,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.3,3.3,,,2.5,4.4,Age,45-64,C1,T6,NS004,Crude,BOC03,AGE05,9002,
2001,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),24.6,24.6,,,22.1,27.2,Age,65+,C1,T1,NS001,Crude,BOC03,AGE06,9002,
2002,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),26.8,26.8,,,25.2,28.5,Age,25-44,C2,T15,NS010,Crude,BOC03,AGE04,9003,
2012,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),23.4,23.4,,,21.3,25.6,Age,25-44,C2,T15,NS010,Crude,BOC03,AGE04,9003,
2012,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),2.9,2.9,,,1.6,5.0,Race,Hispanic,C1,T4,NS002,Crude,BOC04,RAC04,9002,
2015,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),9.8,9.8,,,8.6,11.1,Age,65+,C1,T3,NS003,Crude,BOC03,AGE06,9003,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T3,NS003,Crude,BOC04,RAC03,9003,
2006,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T1,NS001,Crude,BOC03,AGE01,9002,
2000,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T1,NS001,Crude,BOC04,RAC04,9002,
2007,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.3,2.3,,,1.8,3.0,Gender,Female,C1,T6,NS004,AgeStdz,BOC02,GEN02,9002,
2008,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),33.2,33.2,,,30.6,36.0,Gender,Female,C2,T14,NS011,Crude,BOC02,GEN02,9002,
2010,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS013,Crude,BOC02,GEN02,9003,
2011,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T3,NS003,AgeStdz,BOC04,RAC03,9003,
2014,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),19.9,19.9,,,18.5,21.4,Race,Non-Hispanic White,C2,T15,NS010,AgeStdz,BOC04,RAC01,9003,
2005,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T6,NS004,Crude,BOC04,RAC03,9003,
2009,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,AgeStdz,BOC04,RAC02,9002,
2013,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),2.5,2.5,,,2.1,3.0,Gender,Female,C1,T3,NS003,Crude,BOC02,GEN02,9003,
2006,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),27.8,27.8,,,24.2,31.7,Age,25-44,C2,T14,NS011,Crude,BOC03,AGE04,9002,
2013,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),3.8,3.8,,,3.3,4.5,Race,Non-Hispanic White,C1,T3,NS003,Crude,BOC04,RAC01,9002,
2014,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),27.4,27.4,,,23.4,31.7,Age,75+,C1,T1,NS001,Crude,BOC03,AGE08,9002,
2006,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS013,Crude,BOC02,GEN02,9003,
2001,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,AgeStdz,BOC04,RAC03,9002,
2003,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),20.0,20.0,,,18.2,22.0,Race,Non-Hispanic Black,C2,T15,NS010,AgeStdz,BOC04,RAC02,9003,
2009,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),4.9,4.9,,,3.5,7.0,Age,75+,C2,T15,NS010,Crude,BOC03,AGE08,9003,
2012,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),14.5,14.5,,,11.7,18.0,Age,75+,C1,T3,NS003,Crude,BOC03,AGE08,9002,
2005,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),54.5,54.5,,,51.4,57.5,Race,Non-Hispanic Black,C2,T14,NS011,Crude,BOC04,RAC02,9003,
2013,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,Crude,BOC04,RAC03,9002,
2014,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),38.3,38.3,,,35.0,41.8,Race,Hispanic,C2,T14,NS011,Crude,BOC04,RAC04,9003,
2009,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),9.4,9.4,,,7.5,11.7,Race,Non-Hispanic Black,C1,T1,NS001,Crude,BOC04,RAC02,9002,
2005,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),38.8,38.8,,,34.8,42.9,Age,18-24,C2,T14,NS011,Crude,BOC03,AGE01,9003,
2001,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T1,NS001,AgeStdz,BOC04,RAC03,9002,
2006,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,Crude,BOC04,RAC02,9003,
2008,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),3.2,3.2,,,2.5,4.1,Race,Non-Hispanic Black,C1,T4,NS002,Crude,BOC04,RAC02,9003,
2003,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),25.6,25.6,,,22.6,28.9,Age,18-24,C2,T15,NS010,Crude,BOC03,AGE01,9003,
2001,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),37.9,37.9,,,35.9,39.9,Age,35+,C2,T14,NS011,Crude,BOC03,AGE07,9002,
2014,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),3.5,3.5,,,2.9,4.1,Race,Non-Hispanic White,C1,T3,NS003,Crude,BOC04,RAC01,9002,
2010,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),4.0,4.0,,,3.4,4.8,Age,35+,C1,T6,NS004,Crude,BOC03,AGE07,9002,
2015,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T3,NS003,Crude,BOC04,RAC04,9002,
2007,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),13.8,13.8,,,11.1,17.0,Age,75+,C1,T3,NS003,Crude,BOC03,AGE08,9003,
2000,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),2.0,2.0,,,1.7,2.4,Race,Non-Hispanic White,C1,T6,NS004,Crude,BOC04,RAC01,9002,
2009,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS012,Crude,BOC02,GEN02,9003,
2002,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Male,C2,T9,NS013,AgeStdz,BOC02,GEN01,9002,
2011,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Male,C2,T9,NS012,AgeStdz,BOC02,GEN01,9003,
2002,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),4.9,4.9,,,4.0,6.0,Age,45-64,C1,T4,NS002,Crude,BOC03,AGE05,9002,
2002,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,AgeStdz,BOC04,RAC02,9003,
2000,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T6,NS004,Crude,BOC03,AGE01,9003,
2010,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),47.4,47.4,,,44.3,50.4,Age,65+,C2,T14,NS011,Crude,BOC03,AGE06,9003,
2007,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),4.8,4.8,,,4.1,5.6,Age,35+,C1,T3,NS003,Crude,BOC03,AGE07,9003,
2002,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),3.3,3.3,,,2.8,3.8,Gender,Female,C1,T4,NS002,AgeStdz,BOC02,GEN02,9002,
2013,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic White,C2,T9,NS013,Crude,BOC04,RAC01,9003,
2012,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,Crude,BOC04,RAC02,9003,
2010,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),39.9,39.9,,,37.0,42.8,Race,Non-Hispanic Black,C2,T14,NS011,Crude,BOC04,RAC02,9003,
2008,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),4.1,4.1,,,3.6,4.7,Overall,Overall,C1,T3,NS003,Crude,BOC01,OVR01,9003,
2016,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),18.1,18.1,,,15.8,20.7,Age,25-44,C2,T14,NS011,Crude,BOC03,AGE04,9002,
2009,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),12.1,12.1,,,10.0,14.5,Age,65+,C1,T3,NS003,Crude,BOC03,AGE06,9002,
2010,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),22.7,22.7,,,19.5,26.2,Race,Non-Hispanic Black,C2,T15,NS010,Crude,BOC04,RAC02,9002,
